gw,managerid,gw_ftsy_rank,chip,grosspoints,netpoints,event_transfers,event_transfers_cost,points_on_bench,cumul_gross_score,cumul_net_score,squadvalue,bank,value,playerid,playername,playertype,team,short_team,global_own,player_event_points,bonus,minutes,positionid,orig_positionid,final_positionid,autosub,is_captain,capchk,is_vice_captain,multiplier,orig_multiplier,final_multiplier
15,244895,41,na,63,63,1,0,4,946,946,103.8,0,103.8,82,Semenyo,MID,Bournemouth,BOU,46.2,3,0,90,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
15,244895,41,na,63,63,1,0,4,946,946,103.8,0,103.8,430,Haaland,FWD,Man City,MCI,62.5,2,0,68,9,9,9,UNCH,TRUE,1,FALSE,2,2,2
15,244895,41,na,63,63,1,0,4,946,946,103.8,0,103.8,136,Thiago,FWD,Brentford,BRE,30.2,2,0,90,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
15,244895,41,na,63,63,1,0,4,946,946,103.8,0,103.8,283,Mateta,FWD,Crystal Palace,CRY,8.1,2,0,65,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
15,244895,41,na,63,63,1,0,4,946,946,103.8,0,103.8,470,Dubravka,GKP,Burnley,BUR,25.7,3,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
15,244895,41,na,63,63,1,0,4,946,946,103.8,0,103.8,256,Munoz,DEF,Crystal Palace,CRY,9.2,0,0,0,13,2,13,OUT,FALSE,0,FALSE,0,1,0
15,244895,41,na,63,63,1,0,4,946,946,103.8,0,103.8,335,King,MID,Fulham,FUL,1.6,1,0,14,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
15,244895,41,na,63,63,1,0,4,946,946,103.8,0,103.8,347,Gudmundsson,DEF,Leeds,LEE,2.5,0,0,90,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,1,Raya,GKP,Arsenal,ARS,36.4,2,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,295,Keane,DEF,Everton,EVE,3.1,9,1,90,2,14,2,IN,FALSE,0,FALSE,1,0,1
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,373,Virgil,DEF,Liverpool,LIV,31.5,2,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,684,Thiaw,DEF,Newcastle,NEW,4.7,2,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,119,Mbeumo,MID,Man Utd,MUN,15,8,2,90,5,5,5,UNCH,FALSE,0,TRUE,1,1,1
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,237,Enzo,MID,Chelsea,CHE,12.3,3,0,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,414,Foden,MID,Man City,MCI,7.8,12,1,68,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,82,Semenyo,MID,Bournemouth,BOU,46.2,3,0,90,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,430,Haaland,FWD,Man City,MCI,62.5,2,0,68,9,9,9,UNCH,TRUE,1,FALSE,2,2,2
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,714,Woltemade,FWD,Newcastle,NEW,6.5,2,0,73,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,283,Mateta,FWD,Crystal Palace,CRY,8.1,2,0,65,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,470,Dubravka,GKP,Burnley,BUR,25.7,3,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,242,D-Hall,MID,Everton,EVE,7.9,16,3,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,256,Munoz,DEF,Crystal Palace,CRY,9.2,0,0,0,14,2,14,OUT,FALSE,0,FALSE,0,1,0
15,70476,38,na,49,49,1,0,22,953,953,102.4,0.5,102.9,191,Esteve,DEF,Burnley,BUR,7,3,0,90,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,139,Verbruggen,GKP,Brighton,BHA,9.3,3,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,74,Truffert,DEF,Bournemouth,BOU,5.3,6,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,256,Munoz,DEF,Crystal Palace,CRY,9.2,0,0,0,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,295,Keane,DEF,Everton,EVE,3.1,9,1,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,449,Fernandes,MID,Man Utd,MUN,48,18,3,90,5,5,5,UNCH,FALSE,0,TRUE,1,1,1
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,160,Minteh,MID,Brighton,BHA,2.5,3,0,71,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,414,Foden,MID,Man City,MCI,7.8,12,1,68,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,16,Saka,MID,Arsenal,ARS,11.6,4,0,78,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,430,Haaland,FWD,Man City,MCI,62.5,2,0,68,9,9,9,UNCH,TRUE,1,FALSE,2,2,2
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,249,J.Pedro,FWD,Chelsea,CHE,34.8,1,0,32,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,283,Mateta,FWD,Crystal Palace,CRY,8.1,2,0,65,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,470,Dubravka,GKP,Burnley,BUR,25.7,3,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,242,D-Hall,MID,Everton,EVE,7.9,16,3,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,192,Hartman,DEF,Burnley,BUR,0.6,0,0,0,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
15,6943395,33,na,62,62,1,0,19,963,963,101.1,0.8,101.9,232,Tosin,DEF,Chelsea,CHE,0.3,0,0,0,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,139,Verbruggen,GKP,Brighton,BHA,9.3,3,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,684,Thiaw,DEF,Newcastle,NEW,4.7,2,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,476,Burn,DEF,Newcastle,NEW,3.6,7,1,62,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,8,J.Timber,DEF,Arsenal,ARS,15.2,3,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,449,Fernandes,MID,Man Utd,MUN,48,18,3,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,119,Mbeumo,MID,Man Utd,MUN,15,8,2,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,160,Minteh,MID,Brighton,BHA,2.5,3,0,71,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,16,Saka,MID,Arsenal,ARS,11.6,4,0,78,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,714,Woltemade,FWD,Newcastle,NEW,6.5,2,0,73,9,9,9,UNCH,FALSE,0,TRUE,1,1,1
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,178,Welbeck,FWD,Brighton,BHA,8.4,2,0,90,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,430,Haaland,FWD,Man City,MCI,62.5,2,0,68,11,11,11,UNCH,TRUE,1,FALSE,2,2,2
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,733,Lammens,GKP,Man Utd,MUN,3.6,2,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,257,Lacroix,DEF,Crystal Palace,CRY,7.1,2,0,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,13,Clarke,DEF,Arsenal,ARS,0.5,0,0,0,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
15,88828,3,freehit,56,56,0,0,5,1029,1029,103.1,0.8,103.9,276,Devenny,MID,Crystal Palace,CRY,1.1,1,0,1,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,139,Verbruggen,GKP,Brighton,BHA,9.3,3,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,151,Van Hecke,DEF,Brighton,BHA,10.7,5,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,476,Burn,DEF,Newcastle,NEW,3.6,7,1,62,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,411,O'Reilly,DEF,Man City,MCI,19.2,6,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,414,Foden,MID,Man City,MCI,7.8,12,1,68,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,449,Fernandes,MID,Man Utd,MUN,48,18,3,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,488,Guimaraes,MID,Newcastle,NEW,6.5,10,3,90,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,119,Mbeumo,MID,Man Utd,MUN,15,8,2,90,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,16,Saka,MID,Arsenal,ARS,11.6,4,0,78,9,9,9,UNCH,FALSE,0,TRUE,1,1,1
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,714,Woltemade,FWD,Newcastle,NEW,6.5,2,0,73,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,430,Haaland,FWD,Man City,MCI,62.5,2,0,68,11,11,11,UNCH,TRUE,1,FALSE,2,2,2
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,567,Kinsky,GKP,Spurs,TOT,1.9,0,0,0,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,258,Mitchell,DEF,Crystal Palace,CRY,2.3,2,0,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,257,Lacroix,DEF,Crystal Palace,CRY,7.1,2,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
15,4437188,29,freehit,79,79,0,0,4,972,972,103.6,0.1,103.7,252,Marc Guiu,FWD,Chelsea,CHE,5.2,0,0,58,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,733,Lammens,GKP,Man Utd,MUN,3.6,2,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,145,De Cuyper,DEF,Brighton,BHA,1.7,8,2,71,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,261,Richards,DEF,Crystal Palace,CRY,2.2,4,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,411,O'Reilly,DEF,Man City,MCI,19.2,6,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,508,N.Williams,DEF,Nott'm Forest,NFO,4.2,1,0,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,449,Fernandes,MID,Man Utd,MUN,48,18,3,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,82,Semenyo,MID,Bournemouth,BOU,46.2,3,0,90,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,16,Saka,MID,Arsenal,ARS,11.6,4,0,78,8,8,8,UNCH,FALSE,0,TRUE,1,1,1
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,47,Rogers,MID,Aston Villa,AVL,20.2,2,0,90,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,714,Woltemade,FWD,Newcastle,NEW,6.5,2,0,73,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,430,Haaland,FWD,Man City,MCI,62.5,2,0,68,11,11,11,UNCH,TRUE,1,FALSE,2,2,2
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,502,Sels,GKP,Nott'm Forest,NFO,5,2,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,299,Ndiaye,MID,Everton,EVE,4.7,8,0,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,6,Saliba,DEF,Arsenal,ARS,17.1,0,0,0,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
15,160674,36,na,54,54,2,0,10,959,959,101.5,0.2,101.7,252,Marc Guiu,FWD,Chelsea,CHE,5.2,0,0,58,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,1,Raya,GKP,Arsenal,ARS,36.4,2,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,317,Andersen,DEF,Fulham,FUL,2.8,1,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,373,Virgil,DEF,Liverpool,LIV,31.5,2,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,8,J.Timber,DEF,Arsenal,ARS,15.2,3,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,427,Reijnders,MID,Man City,MCI,8.9,1,0,21,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,16,Saka,MID,Arsenal,ARS,11.6,4,0,78,6,6,6,UNCH,FALSE,0,TRUE,1,1,1
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,160,Minteh,MID,Brighton,BHA,2.5,3,0,71,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,414,Foden,MID,Man City,MCI,7.8,12,1,68,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,449,Fernandes,MID,Man Utd,MUN,48,18,3,90,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,430,Haaland,FWD,Man City,MCI,62.5,2,0,68,10,10,10,UNCH,TRUE,1,FALSE,2,2,2
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,283,Mateta,FWD,Crystal Palace,CRY,8.1,2,0,65,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,470,Dubravka,GKP,Burnley,BUR,25.7,3,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,113,Van den Berg,DEF,Brentford,BRE,1,1,0,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,191,Esteve,DEF,Burnley,BUR,7,3,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
15,8754817,24,na,52,52,3,0,7,976,976,102,0.3,102.3,100,Kroupi.Jr,FWD,Bournemouth,BOU,7.6,0,0,0,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,674,Ramsdale,GKP,Newcastle,NEW,0.7,2,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,684,Thiaw,DEF,Newcastle,NEW,4.7,2,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,411,O'Reilly,DEF,Man City,MCI,19.2,6,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,569,Romero,DEF,Spurs,TOT,2.9,6,1,80,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,449,Fernandes,MID,Man Utd,MUN,48,18,3,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,16,Saka,MID,Arsenal,ARS,11.6,4,0,78,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,414,Foden,MID,Man City,MCI,7.8,12,1,68,7,7,7,UNCH,FALSE,0,TRUE,1,1,1
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,119,Mbeumo,MID,Man Utd,MUN,15,8,2,90,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,714,Woltemade,FWD,Newcastle,NEW,6.5,2,0,73,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,337,Raul,FWD,Fulham,FUL,1.8,5,0,90,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,430,Haaland,FWD,Man City,MCI,62.5,2,0,68,11,11,11,UNCH,TRUE,1,FALSE,2,2,2
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,470,Dubravka,GKP,Burnley,BUR,25.7,3,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,151,Van Hecke,DEF,Brighton,BHA,10.7,5,0,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,317,Andersen,DEF,Fulham,FUL,2.8,1,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
15,7887127,40,freehit,69,69,0,0,9,947,947,102.3,0.4,102.7,623,Potts,MID,West Ham,WHU,0.5,0,0,26,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,1,Raya,GKP,Arsenal,ARS,36.4,2,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,225,James,DEF,Chelsea,CHE,6,6,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,403,Gvardiol,DEF,Man City,MCI,3.2,8,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,8,J.Timber,DEF,Arsenal,ARS,15.2,2,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,488,Guimaraes,MID,Newcastle,NEW,6.5,1,0,90,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,21,Rice,MID,Arsenal,ARS,23.3,2,0,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,449,Fernandes,MID,Man Utd,MUN,48,13,3,90,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,414,Foden,MID,Man City,MCI,7.8,11,1,90,8,8,8,UNCH,FALSE,0,TRUE,1,1,1
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,329,Wilson_H,MID,Fulham,FUL,17.4,16,3,88,9,9,9,UNCH,FALSE,0,FALSE,1,1,1
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,430,Haaland,FWD,Man City,MCI,62.5,13,3,90,10,10,10,UNCH,TRUE,1,FALSE,2,2,2
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,136,Thiago,FWD,Brentford,BRE,30.2,2,0,90,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,287,Pickford,GKP,Everton,EVE,13,2,0,90,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,317,Andersen,DEF,Fulham,FUL,2.8,2,0,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,260,Guehi,DEF,Crystal Palace,CRY,32.6,1,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
16,3027768,16,na,89,89,5,0,14,1083,1083,104.4,1.8,106.2,691,DCL,FWD,Leeds,LEE,13.7,9,3,90,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,1,Raya,GKP,Arsenal,ARS,36.4,2,0,90,1,1,1,UNCH,FALSE,0,TRUE,1,1,1
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,684,Thiaw,DEF,Newcastle,NEW,4.7,3,0,90,2,2,2,UNCH,FALSE,0,FALSE,1,1,1
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,373,Virgil,DEF,Liverpool,LIV,31.5,6,0,90,3,3,3,UNCH,FALSE,0,FALSE,1,1,1
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,403,Gvardiol,DEF,Man City,MCI,3.2,8,0,90,4,4,4,UNCH,FALSE,0,FALSE,1,1,1
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,329,Wilson_H,MID,Fulham,FUL,17.4,16,3,88,5,5,5,UNCH,FALSE,0,FALSE,1,1,1
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,414,Foden,MID,Man City,MCI,7.8,11,1,90,6,6,6,UNCH,FALSE,0,FALSE,1,1,1
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,449,Fernandes,MID,Man Utd,MUN,48,13,3,90,7,7,7,UNCH,FALSE,0,FALSE,1,1,1
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,47,Rogers,MID,Aston Villa,AVL,20.2,15,3,90,8,8,8,UNCH,FALSE,0,FALSE,1,1,1
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,430,Haaland,FWD,Man City,MCI,62.5,13,3,90,9,9,9,UNCH,TRUE,1,FALSE,2,2,2
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,714,Woltemade,FWD,Newcastle,NEW,6.5,0,0,74,10,10,10,UNCH,FALSE,0,FALSE,1,1,1
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,136,Thiago,FWD,Brentford,BRE,30.2,2,0,90,11,11,11,UNCH,FALSE,0,FALSE,1,1,1
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,341,Darlow,GKP,Leeds,LEE,6.9,0,0,0,12,12,12,UNCH,FALSE,0,FALSE,0,0,0
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,568,P.Porro,DEF,Spurs,TOT,11.7,0,0,90,13,13,13,UNCH,FALSE,0,FALSE,0,0,0
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,82,Semenyo,MID,Bournemouth,BOU,46.2,6,0,90,14,14,14,UNCH,FALSE,0,FALSE,0,0,0
16,8142824,1,wildcard,102,102,0,0,7,1144,1144,104,0,104,151,Van Hecke,DEF,Brighton,BHA,10.7,1,0,90,15,15,15,UNCH,FALSE,0,FALSE,0,0,0
16,3244539,48,na,88,88,4,0,5,1017,1017,103.1,0.1,103.2,1,Raya,GKP,Arsenal,ARS,36.4,2,0,90,1,1,1,UNCH,FALSE,0,FALSE,1,1,1
