playerid,playername,position,team,short_team,teamstrength,cost,total_points,goals_scored,assists,ep_next,ep_this,form,event_points,seasonminutes,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,positionid,firstname,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team_id,team_code,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90,xG,xG90,defcon_pts
342,Bogle,DEF,Leeds,LEE,3,4.4,96,1,5,1.3,0.5,0.7,2,2795,TRUE,FALSE,100,75,226182,0,0,-1,1,0,0,2,Jayden,FALSE,,2026-05-12T11:00:09.907503Z,44,226182.jpg,2.8,FALSE,Bogle,0.4,FALSE,NA,a,11,2,144807,0,114973,0,0.2,21.8,,241,2024-07-20,2000-07-27,FALSE,p226182,6,44,0,0,0,6,0,0,1,311,436.0,346.1,218.0,100.3,112,133,66,178,32,2.08,3.11,5.19,39.93,NA,,NA,,NA,,,,161,66,120,31,168,37,147,44,0.07,0,0.1,0.17,1.29,1.42,542,108,299,108,218,86,283,107,1.03,0.19,5.73,2.08,0.07,2
343,Struijk,DEF,Leeds,LEE,3,4.2,108,0,1,0.5,0.5,0.7,1,2935,TRUE,FALSE,100,75,222694,0,0,-3,3,0,0,2,Pascal,FALSE,,2026-05-08T15:30:09.162205Z,42,222694.jpg,3.2,FALSE,Struijk,1.9,FALSE,NA,a,11,2,573988,0,378934,0,0.2,25.7,,152,2018-04-12,1999-08-11,FALSE,p222694,7,48,0,0,0,5,0,0,4,412,697.4,161.5,272.0,113.1,258,117,39,297,33,3.06,0.76,3.82,42.92,NA,,NA,,NA,,,,52,22,234,59,130,24,116,32,0.09,0,0.02,0.11,1.32,1.47,641,143,295,105,160,58,141,56,1.01,0.21,9.11,3.06,0.09,2
344,Bijol,DEF,Leeds,LEE,3,3.9,99,1,3,6.0,4.7,4.7,1,1888,TRUE,FALSE,100,100,434752,0,0,-1,1,0,1,2,Jaka,FALSE,,2026-04-29T15:30:09.745549Z,39,434752.jpg,4.0,FALSE,Bijol,1.3,FALSE,NA,a,11,2,295633,0,157310,0,1.2,25.4,,195,2025-06-23,1999-02-05,FALSE,p434752,5,26,0,0,0,4,0,0,6,323,531.8,84.5,243.0,86.0,194,63,25,219,21,0.90,0.75,1.65,31.48,NA,,NA,,NA,,,,117,54,315,103,144,28,184,63,0.04,0,0.04,0.08,1.5,1.24,776,221,43,19,54,18,178,69,1,0.24,10.44,0.90,0.04,2
345,Bornauw,DEF,Leeds,LEE,3,3.8,25,0,0,2.3,2.7,2.7,1,429,TRUE,FALSE,100,100,437738,0,0,-2,2,0,0,2,Sebastiaan,FALSE,,2026-01-11T22:30:10.606564Z,38,437738.jpg,2.1,FALSE,Bornauw,0.1,FALSE,NA,a,11,2,24820,0,21277,0,0.7,6.6,,21,2025-07-01,1999-03-22,FALSE,p437738,2,5,0,0,0,1,0,0,0,73,98.6,6.3,19.0,12.2,41,13,8,49,5,0.20,0.01,0.21,8.71,NA,,NA,,NA,,,,394,148,459,166,407,147,425,154,0.04,0,0,0.04,1.83,1.05,811,243,127,42,331,124,440,165,1.05,0.42,10.28,0.20,0.04,2
346,Byram,DEF,Leeds,LEE,3,3.7,2,0,0,0.3,0.3,0.3,0,8,TRUE,FALSE,NA,NA,113564,0,0,-3,3,0,0,2,Sam,FALSE,,NA,37,113564.jpg,1.0,FALSE,Byram,0.4,FALSE,NA,a,11,2,64643,0,46209,0,0.1,0.5,,241,2023-08-05,1993-09-16,FALSE,p113564,0,1,0,0,0,0,0,0,0,1,5.4,0.0,0.0,0.5,2,1,1,3,0,0.00,0.00,0.00,1.01,NA,,NA,,NA,,,,493,178,505,180,472,174,512,179,0,0,0,0,11.36,11.25,832,261,333,116,462,164,289,109,0,0,33.75,0.00,0,0
347,Gudmundsson,DEF,Leeds,LEE,3,3.8,68,0,0,0.0,0.0,0.0,0,2637,TRUE,FALSE,0,0,243526,0,0,-2,2,0,0,2,Gabriel,FALSE,Hamstring injury - Expected back 01 Jun,2026-04-26T22:30:07.928706Z,38,243526.jpg,2.1,FALSE,Gudmundsson,2.5,FALSE,NA,i,11,2,1004619,0,1050434,0,0.0,17.9,,206,2025-07-08,1999-04-29,FALSE,p243526,5,45,1,0,0,4,1,0,8,286,442.6,363.7,158.0,96.4,119,112,65,184,31,1.10,2.89,3.98,41.06,NA,,NA,,NA,,,https://www.leedsunited.com/en/news/daniel-farke-provides-fitness-update-ahead-of-west-ham-united-clash?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,156,65,108,28,228,59,160,54,0.04,0,0.1,0.14,1.4,1.54,807,239,388,139,330,123,121,46,1.06,0.17,6.28,1.10,0.04,2
348,Rodon,DEF,Leeds,LEE,3,3.9,109,2,0,2.7,2.7,2.7,1,2952,TRUE,FALSE,100,100,214225,0,0,-1,1,0,1,2,Joe,FALSE,,2026-04-05T21:30:09.244398Z,39,214225.jpg,3.1,FALSE,Rodon,3.0,FALSE,NA,a,11,2,1251264,0,1164785,0,0.7,27.9,,244,2024-07-02,1997-10-22,FALSE,p214225,6,53,0,0,0,3,0,0,5,373,707.2,137.3,242.0,109.1,237,85,37,274,33,1.40,0.56,1.96,48.54,NA,,NA,,NA,,,,50,21,262,69,147,29,124,35,0.04,0,0.02,0.06,1.48,1.62,772,219,128,43,175,66,108,38,1.01,0.18,8.35,1.40,0.04,2
349,Schmidt,DEF,Leeds,LEE,3,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,492368,0,0,0,0,0,0,2,Isaac,FALSE,has joined Werder Bremen on loan for the rest of the season.,2025-09-02T12:00:32.361624Z,40,492368.jpg,0.0,FALSE,Schmidt,0.1,FALSE,NA,u,11,2,788,0,16100,0,0.0,0.0,,207,2024-08-30,1999-12-07,FALSE,p492368,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,606,223,597,222,566,218,609,223,0,0,0,0,0,0,709,178,476,183,617,223,562,201,0,0,0,0.00,0,0
350,Aaronson,MID,Leeds,LEE,3,5.4,126,4,8,1.0,1.0,1.3,1,2449,TRUE,FALSE,100,75,427637,0,0,-1,1,0,2,3,Brenden,FALSE,,2026-05-17T22:00:09.557301Z,54,427637.jpg,3.4,FALSE,Aaronson,0.8,FALSE,NA,a,11,2,380284,0,301090,0,0.2,23.3,,229,2022-07-01,2000-10-22,FALSE,p427637,9,32,0,0,0,3,0,0,5,446,482.8,486.7,498.0,146.7,36,130,50,216,30,4.53,3.60,8.13,37.07,NA,,NA,,NA,,,,138,48,61,50,55,31,61,39,0.17,0,0.13,0.3,1.36,1.18,163,100,245,113,136,58,225,78,1.1,0.33,7.94,4.53,0.17,2
351,Gnonto,MID,Leeds,LEE,3,5.1,32,0,3,1.0,1.0,1.0,1,521,TRUE,FALSE,100,100,492859,0,0,-4,4,0,0,3,Wilfried,FALSE,,2025-09-18T14:30:08.147956Z,51,492859.jpg,1.4,FALSE,Gnonto,0.1,FALSE,NA,a,11,2,10774,0,41507,0,0.2,6.3,,106,2022-09-01,2003-11-05,FALSE,p492859,1,14,0,0,0,3,0,0,0,134,85.2,129.3,61.0,27.5,15,26,18,59,4,0.40,0.77,1.17,11.99,NA,,NA,,NA,,,,403,177,273,166,336,175,375,176,0.07,0,0.13,0.2,2.07,2.42,238,144,270,119,437,190,508,186,0.69,0.17,10.19,0.40,0.07,2
352,Harrison,MID,Leeds,LEE,3,5.1,12,0,0,0.0,0.0,0.0,0,262,TRUE,FALSE,0,0,221399,0,0,-4,4,0,0,3,Jack,FALSE,has joined ACF Fiorentina on loan for the rest of the season.,2026-01-19T15:40:40.404385Z,51,221399.jpg,1.1,FALSE,Harrison,0.0,FALSE,NA,u,11,2,6000,0,18812,0,0.0,2.4,,241,2021-07-02,1996-11-20,FALSE,p221399,0,5,0,0,0,0,0,0,0,51,30.0,49.4,35.0,11.5,6,13,5,24,1,0.28,0.23,0.51,3.82,NA,,NA,,NA,,,,451,199,370,191,372,189,428,192,0.1,0,0.08,0.18,1.31,1.72,229,140,777,337,461,205,604,229,0.34,0,8.24,0.28,0.1,2
353,James,MID,Leeds,LEE,3,5.2,23,0,0,1.3,1.3,1.3,1,547,TRUE,FALSE,100,100,200617,0,0,-3,3,0,0,3,Daniel,FALSE,,2026-04-08T15:30:07.856170Z,52,200617.jpg,1.2,FALSE,James,0.1,FALSE,NA,a,11,2,9414,0,53603,0,0.2,4.4,,244,2021-08-31,1997-11-10,FALSE,p200617,1,16,0,0,0,0,0,0,0,93,70.8,133.1,133.0,33.9,9,19,7,35,6,0.91,0.71,1.62,14.39,NA,,NA,,NA,,,,413,180,268,164,248,138,357,171,0.15,0,0.12,0.27,2.37,2.63,205,127,242,111,454,202,477,168,0.99,0.16,5.76,0.91,0.15,2
354,Ampadu,MID,Leeds,LEE,3,4.9,134,1,4,4.7,5.3,5.3,3,3119,TRUE,FALSE,100,100,199598,0,0,-1,1,0,1,3,Ethan,FALSE,,2026-05-15T14:30:09.952299Z,49,199598.jpg,3.8,FALSE,Ampadu,0.6,FALSE,NA,a,11,2,158478,0,94226,0,1.1,27.3,,244,2023-07-19,2000-09-14,FALSE,p199598,8,49,0,0,0,10,0,0,11,586,592.2,384.8,166.0,114.7,151,184,81,416,35,2.47,2.20,4.67,48.66,NA,,NA,,NA,,,,87,28,100,71,219,118,111,62,0.07,0,0.06,0.13,1.4,1.41,295,183,24,9,79,37,249,89,1.01,0.23,12,2.47,0.07,2
355,Greenwood,MID,Leeds,LEE,3,4.9,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,248937,0,0,-1,1,0,0,3,Sam,FALSE,has joined Pogon Szczecin permanently.,2025-09-02T12:00:32.393623Z,49,248937.jpg,0.0,FALSE,Greenwood,0.0,FALSE,NA,u,11,2,1234,0,10158,0,0.0,0.0,,241,2021-01-09,2002-01-26,FALSE,p248937,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,793,344,789,344,786,343,793,344,0,0,0,0,0,0,313,194,736,307,793,344,644,250,0,0,0,0.00,0,0
356,Gruev,MID,Leeds,LEE,3,4.7,56,0,4,0.0,0.0,0.0,0,1318,TRUE,FALSE,0,0,486520,0,0,-3,3,0,1,3,Ilia,FALSE,Knee injury - Expected back 01 Jun,2026-04-24T17:30:09.489939Z,47,486520.jpg,2.4,FALSE,Gruev,0.1,FALSE,NA,i,11,2,23047,0,21305,0,0.0,11.9,,34,2023-08-31,2000-05-06,FALSE,p486520,5,23,0,0,0,3,0,0,3,245,199.4,171.0,64.0,43.2,40,51,23,114,15,0.49,0.86,1.35,25.27,4,,NA,,NA,,,https://www.leedsunited.com/en/news/daniel-farke-provides-fitness-update-ahead-of-emirates-fa-cup-semi-final?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,312,135,230,149,331,171,329,156,0.03,0,0.06,0.09,1.73,1.57,390,242,715,293,291,118,535,197,1.02,0.34,7.78,0.49,0.03,2
357,Ramazani,MID,Leeds,LEE,3,4.9,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,433952,0,0,-1,1,0,0,3,Largie,FALSE,has joined Valencia on loan for the rest of the season.,2025-09-02T12:00:32.377624Z,49,433952.jpg,0.0,FALSE,Ramazani,0.0,FALSE,NA,u,11,2,203,0,4347,0,0.0,0.0,,21,2024-08-22,2001-02-27,FALSE,p433952,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,795,346,791,346,788,345,795,346,0,0,0,0,0,0,317,196,739,309,795,346,726,302,0,0,0,0.00,0,0
358,Tanaka,MID,Leeds,LEE,3,4.8,67,2,1,4.0,3.3,3.3,4,1307,TRUE,FALSE,100,100,248056,0,0,-2,2,0,0,3,Tanaka,FALSE,,2025-08-24T01:30:06.493361Z,48,248056.jpg,2.4,FALSE,Ao,0.2,FALSE,NA,a,11,2,62165,0,68779,0,0.7,14.0,,108,2024-08-30,1998-09-10,FALSE,p248056,3,22,0,0,0,1,0,0,4,288,224.2,307.6,104.0,63.6,38,82,27,147,14,1.44,1.39,2.83,21.49,NA,,NA,,NA,,,,291,124,140,94,280,150,256,128,0.1,0,0.1,0.2,1.48,1.51,358,222,103,47,293,120,372,128,0.96,0.21,10.12,1.44,0.1,2
359,Crew,MID,Leeds,LEE,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,536119,0,0,0,0,0,0,3,Charlie,FALSE,Has joined Doncaster Rovers on loan for the rest of the season.,2025-08-11T01:12:36.647868Z,45,536119.jpg,0.0,FALSE,Crew,0.0,FALSE,NA,u,11,2,0,0,980,0,0.0,0.0,,244,2024-03-28,2006-06-15,FALSE,p536119,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,728,293,723,294,706,288,729,294,0,0,0,0,0,0,459,277,643,239,733,297,806,354,0,0,0,0.00,0,0
360,Gelhardt,MID,Leeds,LEE,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,462635,0,0,0,0,0,0,3,Joe,FALSE,Has joined Hull City on loan for the rest of the season.,2025-08-11T11:07:52.207439Z,45,462635.jpg,0.0,FALSE,Gelhardt,0.0,FALSE,NA,u,11,2,0,0,2913,0,0.0,0.0,,241,2021-02-07,2002-05-04,FALSE,p462635,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,716,281,712,283,695,277,718,283,0,0,0,0,0,0,441,263,630,227,722,286,764,324,0,0,0,0.00,0,0
361,Gyabi,MID,Leeds,LEE,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,470294,0,0,0,0,0,0,3,Darko,FALSE,has joined Hull City permanently.,2025-09-02T13:38:58.066167Z,45,470294.jpg,0.0,FALSE,Gyabi,0.0,FALSE,NA,u,11,2,1165,0,8468,0,0.0,0.0,,241,2022-07-04,2004-02-18,FALSE,p470294,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,717,282,713,284,696,278,719,284,0,0,0,0,0,0,442,264,631,228,723,287,677,272,0,0,0,0.00,0,0
362,Piroe,FWD,Leeds,LEE,3,4.9,17,0,0,0.3,0.7,0.7,1,244,TRUE,FALSE,100,100,235826,0,0,-6,6,0,0,4,Joël,FALSE,,2025-09-11T17:30:06.758854Z,49,235826.jpg,1.1,FALSE,Piroe,0.3,FALSE,NA,a,11,2,40417,0,222523,0,0.1,3.5,,203,2023-08-24,1999-08-02,FALSE,p235826,1,9,0,0,0,0,0,0,0,42,13.6,38.1,120.0,16.5,2,10,2,14,2,0.90,0.13,1.03,6.81,NA,,NA,,3,,,,470,54,386,51,263,49,410,52,0.33,0,0.05,0.38,2.51,3.32,312,58,307,39,459,55,305,49,0.74,0.37,5.16,0.90,0.33,2
363,Bamford,FWD,Leeds,LEE,3,4.9,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,106617,0,0,-1,1,0,0,4,Patrick,FALSE,has departed the club as a free agent.,2025-09-02T12:00:32.408955Z,49,106617.jpg,0.0,FALSE,Bamford,0.3,FALSE,NA,u,11,2,16144,0,203440,0,0.0,0.0,,241,2018-07-31,1993-09-05,FALSE,p106617,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,788,88,784,87,781,87,788,88,0,0,0,0,0,0,284,57,725,76,788,88,315,52,0,0,0,0.00,0,0
364,Mateo Joseph,FWD,Leeds,LEE,3,5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,565297,0,0,0,0,0,0,4,Mateo,FALSE,Has joined RCD Mallorca on loan for the rest of the season.,2025-08-11T11:07:32.622877Z,50,565297.jpg,0.0,FALSE,Joseph Fernández-Regatillo,0.0,FALSE,NA,u,11,2,0,0,2431,0,0.0,0.0,,200,2022-11-04,2003-10-19,FALSE,p565297,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,814,91,813,91,810,91,814,91,0,0,0,0,0,0,276,56,769,81,814,91,752,91,0,0,0,0.00,0,0
365,Nmecha,FWD,Leeds,LEE,3,5,73,6,1,1.0,1.3,1.3,2,1065,TRUE,FALSE,100,100,174594,0,0,0,0,0,0,4,Lukas,FALSE,,2026-01-29T15:30:09.161752Z,50,174594.jpg,2.4,FALSE,Nmecha,0.5,FALSE,NA,a,11,2,220306,0,234636,0,0.3,14.6,,80,2025-07-01,1998-12-14,FALSE,p174594,3,23,0,0,1,0,0,0,8,268,290.4,153.5,434.0,87.8,15,30,12,57,10,7.25,1.58,8.83,21.84,NA,,NA,,2,,,,252,24,248,29,67,26,177,27,0.61,0,0.13,0.74,1.85,1.94,247,53,239,28,297,32,261,40,0.85,0.25,4.82,7.25,0.61,2
493,Longstaff,MID,Leeds,LEE,3,4.8,56,2,2,1.0,0.7,0.7,0,1003,TRUE,FALSE,100,100,180135,0,0,-2,2,0,1,3,Sean,FALSE,,2025-11-27T15:30:07.230475Z,48,180135.jpg,2.4,FALSE,Longstaff,0.2,FALSE,NA,a,11,2,179724,0,184050,0,0.1,11.7,,241,2025-07-18,1997-10-30,FALSE,p180135,1,20,0,0,0,2,0,0,5,273,291.8,403.7,116.0,81.2,29,43,38,110,10,1.23,1.87,3.10,15.88,2,,2,,NA,,,,248,106,87,63,269,146,200,95,0.11,0,0.17,0.28,1.42,1.79,347,218,303,132,292,119,367,125,0.9,0.09,9.87,1.23,0.11,2
660,Stach,MID,Leeds,LEE,3,4.8,137,5,6,0.0,0.0,1.7,0,2369,TRUE,FALSE,0,0,466525,0,0,-2,2,0,3,3,Anton,FALSE,Ankle injury - Expected back 01 Jun,2026-05-17T22:00:09.874245Z,48,466525.jpg,4.7,FALSE,Stach,1.7,FALSE,NA,i,11,2,1265159,0,1110797,0,0.4,28.5,,80,2025-07-22,1998-11-15,FALSE,p466525,7,36,0,0,0,3,0,0,14,550,650.0,921.4,315.0,188.8,81,120,65,266,28,2.88,4.47,7.35,34.05,1,,1,,NA,,,https://www.leedsunited.com/en/news/daniel-farke-provides-fitness-update-ahead-of-west-ham-united-clash?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,67,19,8,8,104,62,29,23,0.11,0,0.17,0.28,1.29,1.37,362,225,209,96,19,9,153,48,1.06,0.27,10.11,2.88,0.11,2
665,Perri,GKP,Leeds,LEE,3,4.4,43,0,0,0.0,0.0,0.0,0,1440,TRUE,FALSE,100,100,201595,0,0,-1,1,0,0,1,Lucas Estella,FALSE,,2025-09-11T17:30:07.176029Z,44,201595.jpg,2.7,FALSE,Perri,0.3,FALSE,NA,a,11,2,55482,0,74186,0,0.0,9.8,Lucas Perri,30,2025-07-26,1997-12-10,FALSE,p201595,3,29,0,0,0,2,0,38,3,153,322.4,0.0,0.0,32.2,16,100,0,0,16,0.00,0.00,0.00,26.68,NA,,NA,,NA,,,,232,22,670,87,649,77,363,22,0,2.38,0,0,1.67,1.81,539,26,577,89,237,27,352,48,1,0.19,0,0.00,0,0
691,DCL,FWD,Leeds,LEE,3,5.8,142,14,2,6.7,5.3,5.3,2,2721,TRUE,FALSE,100,100,177815,0,0,3,-3,0,2,4,Dominic,FALSE,,2026-03-13T23:30:10.190086Z,58,177815.jpg,4.1,FALSE,Calvert-Lewin,13.7,FALSE,NA,a,11,2,4388816,0,2672427,0,0.9,24.5,,241,2025-08-15,1997-03-16,FALSE,p177815,8,34,0,0,1,3,0,0,20,472,619.6,311.1,1026.0,194.7,49,46,10,105,30,15.57,1.06,16.62,35.74,NA,,NA,,1,,,,75,6,137,10,5,4,28,6,0.51,0,0.04,0.55,1.18,1.12,105,29,26,3,52,7,27,7,0.99,0.26,3.47,15.57,0.51,2
698,Okafor,MID,Leeds,LEE,3,5.5,109,8,3,0.0,0.0,0.0,0,1553,TRUE,FALSE,0,0,435997,0,0,0,0,0,2,3,Noah,FALSE,Calf injury - Expected back 01 Jun,2026-05-08T15:30:09.371276Z,55,435997.jpg,3.9,FALSE,Okafor,0.9,FALSE,NA,i,11,2,573381,0,462800,0,0.0,19.8,,207,2025-08-21,2000-05-24,FALSE,p435997,6,26,0,0,0,3,0,0,11,354,438.8,275.0,435.0,115.0,29,61,23,113,19,5.25,1.32,6.57,24.54,NA,,NA,,NA,,,https://www.leedsunited.com/en/news/daniel-farke-provides-fitness-update-ahead-of-west-ham-united-clash?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,157,55,157,103,65,38,109,61,0.3,0,0.08,0.38,1.42,1.51,142,89,809,360,74,34,213,74,1.1,0.35,6.55,5.25,0.3,2
706,Justin,DEF,Leeds,LEE,3,4,94,2,1,4.0,3.7,3.7,1,1893,TRUE,FALSE,100,100,220627,0,0,0,0,0,2,2,James,FALSE,,2026-03-02T16:30:09.035827Z,40,220627.jpg,3.2,FALSE,Justin,2.3,FALSE,NA,a,11,2,418683,0,145369,0,0.9,23.5,,241,2025-08-25,1998-02-23,FALSE,p220627,6,26,0,0,0,4,0,0,9,338,469.8,190.9,220.0,88.3,128,70,55,183,21,1.83,1.16,2.99,33.01,3,,NA,,NA,,,,144,59,217,53,164,36,176,58,0.09,0,0.06,0.15,1.57,1.24,685,167,81,26,157,55,133,52,1,0.29,8.7,1.83,0.09,2
741,Gray,FWD,Leeds,LEE,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,0,0,600882,0,0,0,0,0,0,4,Harry,FALSE,has joined Rotherham United on loan for the rest of the season.,2026-01-16T15:18:53.201761Z,45,600882.jpg,0.0,FALSE,Gray,0.1,FALSE,NA,u,11,2,27606,0,24948,0,0.0,0.0,,241,2025-04-20,2008-10-08,FALSE,p600882,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,761,82,754,81,741,81,761,82,0,0,0,0,0,0,499,71,680,70,762,82,531,73,0,0,0,0.00,0,0
787,Chambers,MID,Leeds,LEE,3,4.4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,565863,0,0,-1,1,0,0,3,Sam,FALSE,,NA,44,565863.jpg,0.0,FALSE,Chambers,0.0,FALSE,NA,a,11,2,3015,0,1808,0,0.0,0.0,,243,2024-08-22,2007-08-18,FALSE,p565863,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,691,265,686,267,667,260,693,267,0,0,0,0,0,0,571,344,599,208,698,271,728,303,0,0,0,0.00,0,0
837,Lienou,DEF,Leeds,LEE,3,4,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,643970,0,0,0,0,0,0,2,Jayden,FALSE,,NA,40,643970.jpg,0.0,FALSE,Lienou,0.0,FALSE,NA,a,11,2,127,0,40,0,0.0,0.0,,244,2026-05-10,2008-04-08,FALSE,p643970,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,642,250,634,249,605,247,645,250,0,0,0,0,0,0,755,213,519,215,652,249,823,269,0,0,0,0.00,0,0
838,Chadwick,MID,Leeds,LEE,3,4.5,0,0,0,0.0,0.0,0.0,0,0,TRUE,FALSE,NA,NA,577978,0,0,0,0,0,0,3,Rhys,FALSE,,NA,45,577978.jpg,0.0,FALSE,Chadwick,0.0,FALSE,NA,a,11,2,165,0,49,0,0.0,0.0,,241,2025-07-18,2007-02-19,FALSE,p577978,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,751,312,744,311,731,308,751,312,0,0,0,0,0,0,488,299,669,260,753,313,829,369,0,0,0,0.00,0,0
839,Cresswell,MID,Leeds,LEE,3,4.5,0,0,0,1.3,0.0,0.0,0,0,TRUE,FALSE,NA,NA,592740,0,0,0,0,0,0,3,Alfie,FALSE,,NA,45,592740.jpg,0.0,FALSE,Cresswell,0.0,FALSE,NA,a,11,2,79,0,4,0,0.0,0.0,,241,2026-05-16,2007-07-15,FALSE,p592740,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,NA,,NA,,NA,,,,758,319,751,318,738,315,758,319,0,0,0,0,0,0,495,306,676,267,760,320,833,372,0,0,0,0.00,0,0
366,A.Becker,GKP,Liverpool,LIV,4,5.4,91,0,0,0.4,0.9,0.7,2,2340,TRUE,FALSE,100,75,116535,0,0,-1,1,0,1,1,Alisson,FALSE,,2026-03-20T18:00:09.865488Z,54,116535.jpg,3.5,FALSE,Becker,5.1,FALSE,NA,a,12,14,693536,0,1509765,0,0.1,16.9,Alisson Becker,30,2018-07-19,1992-10-02,FALSE,p116535,8,31,0,0,0,1,0,57,8,389,479.8,0.1,0.0,47.8,37,229,0,0,26,0.00,0.03,0.03,29.58,NA,,NA,,NA,,,,139,20,504,19,819,96,312,20,0,2.19,0,0,1.14,1.19,152,4,314,25,119,13,76,12,1,0.31,0,0.00,0,0
367,Mamardashvili,GKP,Liverpool,LIV,4,4.1,34,0,0,1.3,1.5,1.0,0,867,TRUE,FALSE,100,100,449027,0,0,-4,4,0,0,1,Giorgi,FALSE,,2026-04-19T22:30:08.194343Z,41,449027.jpg,3.4,FALSE,Mamardashvili,0.7,FALSE,NA,a,12,14,203916,0,200106,0,0.2,8.3,,79,2024-08-27,2000-09-29,FALSE,p449027,2,18,0,1,0,0,0,34,2,139,275.6,0.0,0.0,27.5,10,76,1,0,10,0.00,0.00,0.00,13.29,NA,,NA,,NA,,,,263,24,639,81,610,66,374,24,0,3.53,0,0,1.38,1.87,666,37,258,20,123,14,236,30,1.04,0.21,0,0.00,0,0
